prodcodeid	dmdid	bnfcode	readcode	termfromemis	dmdproductdescription	bnfname	productname	readcode_desc	dmdlevel	vpid	atc	formulation	routeofadministration	drugsubstancename	substancestrength	category
NA	NA	NA	c311.	NA	NA	NA	NA	*atrovent 20micrograms inhaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c313.	NA	NA	NA	NA	atrovent forte 40microgram inhaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c315.	NA	NA	NA	NA	atrovent 20micrograms autohaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c318.	NA	NA	NA	NA	atrovent 40micrograms aerocaps refill pack	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c319.	NA	NA	NA	NA	atrovent 40micrograms aerocaps+aerohaler device	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31A.	NA	NA	NA	NA	ipratropium bromide 40mcg inhalation capsules	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31B.	NA	NA	NA	NA	ipratropium bromide 40mcg inhalation capsules+inhaler device	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31E.	NA	NA	NA	NA	tropiovent 250micrograms/1ml steripoules	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31F.	NA	NA	NA	NA	tropiovent 500micrograms/2ml steripoules	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31G.	NA	NA	NA	NA	atrovent 20micrograms cfc-free inhaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31t.	NA	NA	NA	NA	ipratropium bromide 20micrograms cfc-free inhaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31u.	NA	NA	NA	NA	ipratropium 20micrograms breath-actuated aerosol inhaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31x.	NA	NA	NA	NA	ipratropium 20micrograms inhaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c31z.	NA	NA	NA	NA	ipratropium 40microgram inhaler	NA	NA	R03BB01	NA	NA	NA	NA	sama
NA	NA	NA	c33..	NA	NA	NA	NA	tiotropium	NA	NA	R03BB04	NA	NA	NA	NA	lama
NA	NA	NA	c331.	NA	NA	NA	NA	tiotropium 18micrograms inhalation capsules	NA	NA	R03BB04	NA	NA	NA	NA	lama
NA	NA	NA	c332.	NA	NA	NA	NA	tiotropium 18micrograms capsules with inhaler device	NA	NA	R03BB04	NA	NA	NA	NA	lama
NA	NA	NA	c333.	NA	NA	NA	NA	tiotropium 2.5micrograms inhalation carts+inhaler device	NA	NA	R03BB04	NA	NA	NA	NA	lama
NA	NA	NA	c33x.	NA	NA	NA	NA	spiriva respimat 2.5mcg cartridges+respimat inhaler device	NA	NA	R03BB04	NA	NA	NA	NA	lama
NA	NA	NA	c33y.	NA	NA	NA	NA	spiriva combopack 18mcg caps+handihaler inhaler device	NA	NA	R03BB04	NA	NA	NA	NA	lama
NA	NA	NA	c33z.	NA	NA	NA	NA	spiriva 18micrograms inhalation capsules	NA	NA	R03BB04	NA	NA	NA	NA	lama
NA	NA	NA	c43..	NA	NA	NA	NA	theophylline	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c431.	NA	NA	NA	NA	*biophylline 125mg/5ml syrup	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c432.	NA	NA	NA	NA	*nuelin 125mg tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c433.	NA	NA	NA	NA	*nuelin 60mg/5ml liquid	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c434.	NA	NA	NA	NA	*lasma 300mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c435.	NA	NA	NA	NA	nuelin sa 175mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c436.	NA	NA	NA	NA	nuelin sa-250 250mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c437.	NA	NA	NA	NA	*pro-vent 300mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c438.	NA	NA	NA	NA	slo-phyllin 60mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c439.	NA	NA	NA	NA	slo-phyllin 125mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43B.	NA	NA	NA	NA	theophylline 10mg/5ml sugar free solution	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43a.	NA	NA	NA	NA	slo-phyllin 250mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43b.	NA	NA	NA	NA	*theo-dur 200mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43c.	NA	NA	NA	NA	*theo-dur 300mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43e.	NA	NA	NA	NA	uniphyllin continus 400mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43f.	NA	NA	NA	NA	uniphyllin continus 200mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43h.	NA	NA	NA	NA	uniphyllin continus 300mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43i.	NA	NA	NA	NA	*biophylline 350mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43j.	NA	NA	NA	NA	*biophylline 500mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43k.	NA	NA	NA	NA	theophylline 500mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43m.	NA	NA	NA	NA	*theophylline 125mg/5ml syrup	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43n.	NA	NA	NA	NA	*theophylline 125mg tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43o.	NA	NA	NA	NA	*theophylline 60mg/5ml liquid	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43p.	NA	NA	NA	NA	theophylline 175mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43q.	NA	NA	NA	NA	theophylline 250mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43r.	NA	NA	NA	NA	theophylline 300mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43s.	NA	NA	NA	NA	theophylline 60mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43t.	NA	NA	NA	NA	theophylline 125mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43u.	NA	NA	NA	NA	theophylline 250mg m/r capsules	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43v.	NA	NA	NA	NA	theophylline 200mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43w.	NA	NA	NA	NA	theophylline 300mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43x.	NA	NA	NA	NA	theophylline 350mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c43y.	NA	NA	NA	NA	theophylline 400mg m/r tablets	NA	NA	R03DA04	NA	NA	NA	NA	theophylline
NA	NA	NA	c51C.	NA	NA	NA	NA	salbutamol+ipratropium 100micrograms/20micrograms inhaler	NA	NA	R03AK04	NA	NA	NA	NA	saba-sama
NA	NA	NA	c51D.	NA	NA	NA	NA	*combivent inhaler	NA	NA	R03AK04	NA	NA	NA	NA	saba-sama
NA	NA	NA	c51E.	NA	NA	NA	NA	combivent unit dose vials	NA	NA	R03AK04	NA	NA	NA	NA	saba-sama
NA	NA	NA	c61..	NA	NA	NA	NA	beclometasone dipropionate [respiratory use]	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c611.	NA	NA	NA	NA	becloforte 250microgram inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c612.	NA	NA	NA	NA	becotide-50 50microgram inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c613.	NA	NA	NA	NA	becotide 100micrograms rotacaps	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c614.	NA	NA	NA	NA	becotide 200micrograms rotacaps	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c617.	NA	NA	NA	NA	becotide-100 100microgram inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c619.	NA	NA	NA	NA	becodisk 100micrograms diskhaler 14x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61A.	NA	NA	NA	NA	beclometasone dipropionate 400micrograms disks+disk inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61B.	NA	NA	NA	NA	beclometasone dipropionate 400micrograms disk refill	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61C.	NA	NA	NA	NA	beclomethasone dipropionate 250mcg inhaler+spacer device	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61D.	NA	NA	NA	NA	beclometasone diprop 50mcg breath-actuated aerosol inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61E.	NA	NA	NA	NA	beclometasone diprop 250mcg breath-actuated aerosol inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61F.	NA	NA	NA	NA	beclometasone diprop 100mcg breath-actuated aerosol inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61G.	NA	NA	NA	NA	*filair 50micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61H.	NA	NA	NA	NA	*filair 100micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61J.	NA	NA	NA	NA	filair forte 250micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61K.	NA	NA	NA	NA	beclazone 50micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61L.	NA	NA	NA	NA	beclazone 100micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61M.	NA	NA	NA	NA	beclazone 250micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61Q.	NA	NA	NA	NA	becloforte integra 250micrograms inhaler+compact spacer	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61R.	NA	NA	NA	NA	becloforte integra 250micrograms refill	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61S.	NA	NA	NA	NA	beclomethasone dipropionate 250mcg inhaler+compact spacer	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61T.	NA	NA	NA	NA	beclomethasone dipropionate 250mcg compact spacer refill	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61V.	NA	NA	NA	NA	beclomethasone dipropionate 50mcg vortex metered dose inh	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61W.	NA	NA	NA	NA	*bdp 50micrograms spacehaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61X.	NA	NA	NA	NA	beclomethasone dipropionate 100mcg vortex metered dose inh	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61Y.	NA	NA	NA	NA	*bdp 100micrograms spacehaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61Z.	NA	NA	NA	NA	beclomethasone dipropionate 250mcg vortex metered dose inh	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61a.	NA	NA	NA	NA	becodisk 200micrograms diskhaler 14x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61b.	NA	NA	NA	NA	becotide 400micrograms rotacaps	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61c.	NA	NA	NA	NA	becodisk 100micrograms disk refill 14x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61d.	NA	NA	NA	NA	becodisk 200micrograms disk refill 14x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61e.	NA	NA	NA	NA	becodisk 400micrograms diskhaler 7x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61f.	NA	NA	NA	NA	becodisk 400micrograms disk refill 7x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61g.	NA	NA	NA	NA	becloforte vm 250micrograms inhaler+volumatic	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61h.	NA	NA	NA	NA	beclometasone dipropionate 400micrograms inhalation capsules	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61i.	NA	NA	NA	NA	becotide-200 200microgram inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61j.	NA	NA	NA	NA	*aerobec 50microgram autohaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61k.	NA	NA	NA	NA	aerobec forte 250micrograms autohaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61l.	NA	NA	NA	NA	aerobec 100microgram autohaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61m.	NA	NA	NA	NA	becloforte diskhaler 400micrograms 14x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61n.	NA	NA	NA	NA	becloforte disks 400micrograms disk refill 14x8	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61p.	NA	NA	NA	NA	beclometasone dipropionate 100micrograms disks+disk inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61q.	NA	NA	NA	NA	beclometasone dipropionate 200micrograms disks+disk inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61r.	NA	NA	NA	NA	beclometasone dipropionate 100micrograms disk refill	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61s.	NA	NA	NA	NA	beclometasone dipropionate 200micrograms disk refill	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61t.	NA	NA	NA	NA	beclometasone dipropionate 250micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61u.	NA	NA	NA	NA	beclometasone dipropionate 200micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61v.	NA	NA	NA	NA	beclometasone dipropionate 50micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61w.	NA	NA	NA	NA	beclometasone dipropionate 100micrograms inhalation capsules	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61x.	NA	NA	NA	NA	beclometasone dipropionate 200micrograms inhalation capsules	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c61z.	NA	NA	NA	NA	beclometasone dipropionate 100micrograms inhaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c64..	NA	NA	NA	NA	budesonide [respiratory use]	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c641.	NA	NA	NA	NA	pulmicort 200micrograms inhaler 200dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c642.	NA	NA	NA	NA	pulmicort 200micrograms refill 100dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c643.	NA	NA	NA	NA	pulmicort 200micrograms refill 200dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c644.	NA	NA	NA	NA	pulmicort ls 50micrograms inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c645.	NA	NA	NA	NA	pulmicort ls 50micrograms refill	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c647.	NA	NA	NA	NA	pulmicort 200microgram inhaler 100dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c648.	NA	NA	NA	NA	pulmicort 200microgram turbohaler 100dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c649.	NA	NA	NA	NA	pulmicort 400microgram turbohaler 50dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64A.	NA	NA	NA	NA	budesonide 200micrograms refill cannister	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64B.	NA	NA	NA	NA	budesonide 50micrograms spacer inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64C.	NA	NA	NA	NA	pulmicort 200micrograms spacer inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64D.	NA	NA	NA	NA	pulmicort ls 50micrograms spacer inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64E.	NA	NA	NA	NA	pulmicort 200micrograms inhaler with nebuchamber	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64F.	NA	NA	NA	NA	budesonide 200micrograms/dose dry powder cartridge refill	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64G.	NA	NA	NA	NA	novolizer budesonide 200micrograms/dose cartridge refill	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64H.	NA	NA	NA	NA	easyhaler budesonide 100mcg breath-actuated dry powder inh	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64I.	NA	NA	NA	NA	easyhaler budesonide 200mcg breath-actuated dry powder inh	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64J.	NA	NA	NA	NA	easyhaler budesonide 400mcg breath-actuated dry powder inh	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64K.	NA	NA	NA	NA	pulmicort 100micrograms cfc-free inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64L.	NA	NA	NA	NA	budesonide 100micrograms cfc-free inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64M.	NA	NA	NA	NA	pulmicort 200micrograms cfc-free inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64N.	NA	NA	NA	NA	budesonide 200micrograms cfc-free inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64a.	NA	NA	NA	NA	pulmicort 500micrograms respules 2ml unit	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64b.	NA	NA	NA	NA	pulmicort 1mg respules 2ml unit	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64c.	NA	NA	NA	NA	pulmicort 100microgram turbohaler 200dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64d.	NA	NA	NA	NA	budesonide 100micrograms breath-actuated dry powder inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64e.	NA	NA	NA	NA	budesonide 50micrograms refill cannister	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64g.	NA	NA	NA	NA	budesonide 200micrograms breath-actuated dry powder inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64h.	NA	NA	NA	NA	budesonide 400micrograms breath-actuated dry powder inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64k.	NA	NA	NA	NA	*budesonide 200 cyclocaps	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64l.	NA	NA	NA	NA	*budesonide 400 cyclocaps	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64m.	NA	NA	NA	NA	budesonide 200micrograms inhalation capsules	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64n.	NA	NA	NA	NA	budesonide 400micrograms inhalation capsules	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64o.	NA	NA	NA	NA	budesonide 200micrograms inhaler with spacer device	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64p.	NA	NA	NA	NA	novolizer budesonide 200micrograms/dose cartridge+inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64u.	NA	NA	NA	NA	budesonide 200micrograms/dose dry powder cartridge+inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64v.	NA	NA	NA	NA	budesonide 200micrograms inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64w.	NA	NA	NA	NA	*budesonide refill 100dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64x.	NA	NA	NA	NA	*budesonide refill 200dose	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64y.	NA	NA	NA	NA	budesonide 50micrograms inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c64z.	NA	NA	NA	NA	budesonide 200micrograms spacer inhaler	NA	NA	R03BA02	NA	NA	NA	NA	ics
NA	NA	NA	c65..	NA	NA	NA	NA	fluticasone propionate [respiratory use]	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c651.	NA	NA	NA	NA	flixotide 50micrograms diskhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c652.	NA	NA	NA	NA	flixotide 100micrograms diskhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c653.	NA	NA	NA	NA	flixotide 250micrograms diskhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c654.	NA	NA	NA	NA	fluticasone propionate 50micrograms disks+disk inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c655.	NA	NA	NA	NA	fluticasone propionate 100micrograms disks+disk inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c656.	NA	NA	NA	NA	fluticasone propionate 250micrograms disks+disk inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c657.	NA	NA	NA	NA	flixotide 50micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c658.	NA	NA	NA	NA	flixotide 100micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c659.	NA	NA	NA	NA	flixotide 250micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65A.	NA	NA	NA	NA	fluticasone propionate 50micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65B.	NA	NA	NA	NA	fluticasone propionate 100micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65C.	NA	NA	NA	NA	fluticasone propionate 250micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65D.	NA	NA	NA	NA	flixotide 25micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65E.	NA	NA	NA	NA	flixotide 50micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65F.	NA	NA	NA	NA	flixotide 125micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65G.	NA	NA	NA	NA	fluticasone propionate 25micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65H.	NA	NA	NA	NA	fluticasone propionate 50micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65I.	NA	NA	NA	NA	fluticasone propionate 125micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65J.	NA	NA	NA	NA	fluticasone propionate 250micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65K.	NA	NA	NA	NA	flixotide 250micrograms inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65L.	NA	NA	NA	NA	flixotide 500micrograms diskhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65M.	NA	NA	NA	NA	flixotide 500micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65N.	NA	NA	NA	NA	fluticasone propionate 500micrograms disks+disk inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65O.	NA	NA	NA	NA	fluticasone propionate 500micrograms disk refill	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65P.	NA	NA	NA	NA	fluticasone propionate 50mcg breath-actuated dry powder inh	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65Q.	NA	NA	NA	NA	fluticasone propionate 100mcg breath-actuated dry powder inh	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65R.	NA	NA	NA	NA	fluticasone propionate 250mcg breath-actuated dry powder inh	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65S.	NA	NA	NA	NA	fluticasone propionate 500mcg breath-actuated dry powder inh	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65T.	NA	NA	NA	NA	flixotide 50micrograms accuhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65U.	NA	NA	NA	NA	flixotide 100micrograms accuhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65V.	NA	NA	NA	NA	flixotide 250micrograms accuhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65W.	NA	NA	NA	NA	flixotide 500micrograms accuhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65b.	NA	NA	NA	NA	fluticasone propionate 125micrograms cfc-free inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65c.	NA	NA	NA	NA	fluticasone propionate 250micrograms cfc-free inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65d.	NA	NA	NA	NA	flixotide 125micrograms evohaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65e.	NA	NA	NA	NA	flixotide 250micrograms evohaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65f.	NA	NA	NA	NA	fluticasone propionate 50micrograms cfc-free inhaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c65g.	NA	NA	NA	NA	flixotide 50micrograms evohaler	NA	NA	R03BA05	NA	NA	NA	NA	ics
NA	NA	NA	c66..	NA	NA	NA	NA	beclometasone dipropionate [respiratory use 2]	NA	NA	R03BA01	NA	NA	NA	NA	ics
NA	NA	NA	c661.	NA	NA	NA	NA	*bdp 250micrograms spacehaler	NA	NA	R03BA01	NA	NA	NA	NA	ics
